Ticker,Year,Class,Precision,Recall,F1-Score,Support
XLY,2019,BUY,0.6,0.8571428571428571,0.7058823529411765,14.0
XLY,2019,HOLD,0.9766355140186916,0.9247787610619469,0.95,226.0
XLY,2019,SELL,0.5,0.75,0.6,12.0
XLY,2020,BUY,0.6153846153846154,0.5333333333333333,0.5714285714285714,15.0
XLY,2020,HOLD,0.9247787610619469,0.9457013574660633,0.9351230425055929,221.0
XLY,2020,SELL,0.5,0.4117647058823529,0.45161290322580644,17.0
XLY,2021,BUY,0.5263157894736842,0.6666666666666666,0.5882352941176471,15.0
XLY,2021,HOLD,0.9619047619047619,0.9140271493212669,0.9373549883990719,221.0
XLY,2021,SELL,0.5652173913043478,0.8125,0.6666666666666666,16.0
XLY,2022,BUY,0.4583333333333333,0.7333333333333333,0.5641025641025641,15.0
XLY,2022,HOLD,0.9433962264150944,0.9049773755656109,0.9237875288683602,221.0
XLY,2022,SELL,0.4666666666666667,0.4666666666666667,0.4666666666666667,15.0
XLY,2023,BUY,0.5555555555555556,0.6666666666666666,0.6060606060606061,15.0
XLY,2023,HOLD,0.958139534883721,0.9321266968325792,0.944954128440367,221.0
XLY,2023,SELL,0.5882352941176471,0.7142857142857143,0.6451612903225806,14.0
XLY,2024,BUY,0.8181818181818182,0.5294117647058824,0.6428571428571429,17.0
XLY,2024,HOLD,0.9385964912280702,0.9683257918552036,0.9532293986636972,221.0
XLY,2024,SELL,0.5833333333333334,0.5384615384615384,0.56,13.0
