Ticker,Year,Class,Precision,Recall,F1-Score,Support
EWZ,2019,BUY,0.5294117647058824,0.6923076923076923,0.6,13.0
EWZ,2019,HOLD,0.9577464788732394,0.9107142857142857,0.9336384439359268,224.0
EWZ,2019,SELL,0.45454545454545453,0.6666666666666666,0.5405405405405406,15.0
EWZ,2020,BUY,0.5833333333333334,0.5833333333333334,0.5833333333333334,12.0
EWZ,2020,HOLD,0.9557522123893806,0.9515418502202643,0.9536423841059603,227.0
EWZ,2020,SELL,0.6,0.6428571428571429,0.6206896551724138,14.0
EWZ,2021,BUY,0.5625,0.5,0.5294117647058824,18.0
EWZ,2021,HOLD,0.9406392694063926,0.9406392694063926,0.9406392694063926,219.0
EWZ,2021,SELL,0.6470588235294118,0.7333333333333333,0.6875,15.0
EWZ,2022,BUY,0.7857142857142857,0.7857142857142857,0.7857142857142857,14.0
EWZ,2022,HOLD,0.960352422907489,0.9819819819819819,0.9710467706013363,222.0
EWZ,2022,SELL,0.9,0.6,0.72,15.0
EWZ,2023,BUY,0.9285714285714286,0.9285714285714286,0.9285714285714286,14.0
EWZ,2023,HOLD,0.9814814814814815,0.9680365296803652,0.9747126436781609,219.0
EWZ,2023,SELL,0.7,0.8235294117647058,0.7567567567567568,17.0
EWZ,2024,BUY,0.7142857142857143,0.625,0.6666666666666666,16.0
EWZ,2024,HOLD,0.9497716894977168,0.9497716894977168,0.9497716894977168,219.0
EWZ,2024,SELL,0.6111111111111112,0.6875,0.6470588235294118,16.0
