Ticker,Year,Class,Precision,Recall,F1-Score,Support
XLF,2019,BUY,0.6,0.6,0.6,15.0
XLF,2019,HOLD,0.9497716894977168,0.9369369369369369,0.9433106575963719,222.0
XLF,2019,SELL,0.5555555555555556,0.6666666666666666,0.6060606060606061,15.0
XLF,2020,BUY,0.6428571428571429,0.5294117647058824,0.5806451612903226,17.0
XLF,2020,HOLD,0.9375,0.9502262443438914,0.9438202247191011,221.0
XLF,2020,SELL,0.6,0.6,0.6,15.0
XLF,2021,BUY,0.7857142857142857,0.7333333333333333,0.7586206896551724,15.0
XLF,2021,HOLD,0.94,0.8506787330316742,0.8931116389548693,221.0
XLF,2021,SELL,0.21052631578947367,0.5,0.2962962962962963,16.0
XLF,2022,BUY,0.4166666666666667,0.38461538461538464,0.4,13.0
XLF,2022,HOLD,0.9327354260089686,0.9411764705882353,0.9369369369369369,221.0
XLF,2022,SELL,0.625,0.5882352941176471,0.6060606060606061,17.0
XLF,2023,BUY,0.6153846153846154,0.6153846153846154,0.6153846153846154,13.0
XLF,2023,HOLD,0.9583333333333334,0.92,0.9387755102040817,225.0
XLF,2023,SELL,0.38095238095238093,0.6666666666666666,0.48484848484848486,12.0
XLF,2024,BUY,0.875,0.4375,0.5833333333333334,16.0
XLF,2024,HOLD,0.9383259911894273,0.9594594594594594,0.9487750556792873,222.0
XLF,2024,SELL,0.5,0.6153846153846154,0.5517241379310345,13.0
