Ticker,Year,Class,Precision,Recall,F1-Score,Support
EWH,2019,BUY,0.631578947368421,0.8571428571428571,0.7272727272727273,14.0
EWH,2019,HOLD,0.9813084112149533,0.9375,0.958904109589041,224.0
EWH,2019,SELL,0.631578947368421,0.8571428571428571,0.7272727272727273,14.0
EWH,2020,BUY,0.6111111111111112,0.6470588235294118,0.6285714285714286,17.0
EWH,2020,HOLD,0.9452054794520548,0.9366515837104072,0.9409090909090909,221.0
EWH,2020,SELL,0.5625,0.6,0.5806451612903226,15.0
EWH,2021,BUY,0.6666666666666666,0.47058823529411764,0.5517241379310345,17.0
EWH,2021,HOLD,0.9269406392694064,0.9269406392694064,0.9269406392694064,219.0
EWH,2021,SELL,0.42857142857142855,0.5625,0.4864864864864865,16.0
EWH,2022,BUY,0.47058823529411764,0.6666666666666666,0.5517241379310345,12.0
EWH,2022,HOLD,0.9592760180995475,0.9464285714285714,0.952808988764045,224.0
EWH,2022,SELL,0.7692307692307693,0.6666666666666666,0.7142857142857143,15.0
EWH,2023,BUY,0.6153846153846154,0.6153846153846154,0.6153846153846154,13.0
EWH,2023,HOLD,0.9596412556053812,0.9553571428571429,0.9574944071588367,224.0
EWH,2023,SELL,0.6428571428571429,0.6923076923076923,0.6666666666666666,13.0
EWH,2024,BUY,0.5384615384615384,0.5,0.5185185185185185,14.0
EWH,2024,HOLD,0.9466666666666667,0.9551569506726457,0.9508928571428571,223.0
EWH,2024,SELL,0.6923076923076923,0.6428571428571429,0.6666666666666666,14.0
