Date,Close,Label,Prediction,Prediction_Prob,High,Low,Open,Volume,SMA_50,SMA_200,EMA_12,EMA_26,EMA_50,RSI_14,BBL_5_2.0,BBM_5_2.0,BBU_5_2.0,BBB_5_2.0,BBP_5_2.0,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9
2019-01-02,226.95474243164065,1.0,2,0.9668783,227.88912065690985,223.11741981658312,223.14463368248033,126925200,239.593427734375,246.2973439025879,226.92511078215637,232.24637709300464,238.16106652628156,42.42042585957685,222.67483303711387,225.3581329345703,228.04143283202674,2.3813650410704246,0.7975057390705201,-5.321266310848273,0.0745136138340996,-5.3957799246823726
2019-01-03,221.5389709472656,2.0,1,0.83632165,225.4942300065546,221.04910887795336,225.18578308646187,144140700,239.0412139892578,246.19619010925294,226.09647623198688,231.45323702730462,237.50922023921385,37.00648693021206,221.12070313495795,225.0007110595703,228.88071898418266,3.44888503359894,0.05390234752401024,-5.35676079531774,0.03121530349170598,-5.387976098809446
2019-01-04,228.9596099853516,2.0,2,0.65248877,229.61277056651494,224.224202693044,224.60521072501368,142628800,238.6597802734375,246.1300839996338,226.53695834788914,231.26852391308586,237.17394140572907,46.989612240324334,220.77110902141771,225.78450622558594,230.79790342975417,4.440869117174267,0.8166618991535102,-4.731565565196718,0.5251284268901824,-5.2566939920869
2019-01-07,230.76486206054688,1.0,2,0.9320423,232.18908994785633,228.32456851977005,229.23173434401818,103139100,238.33970489501954,246.07532791137695,227.1874027254074,231.23121449743192,236.9226043624361,49.10282312515977,220.79598830653663,226.98740844726564,233.17882858799464,5.455298320803038,0.8050542741917206,-4.043811772024526,0.9703057760498996,-5.014117548074426
2019-01-08,232.93296813964844,1.0,2,0.98522806,233.42286074708124,230.42014376552723,232.97835830515842,102512600,238.2125274658203,246.0616234588623,228.07133821356587,231.35727145306197,236.76614863835772,51.598442432797036,220.4599376428259,228.23023071289063,236.00052378295536,6.809170762167443,0.8026110240078561,-3.285933239496103,1.3825474468626586,-4.668480686358762
2019-01-09,234.0215759277344,1.0,2,0.99381155,234.8743293576913,232.40683697219623,233.6496498408433,95006600,238.02126129150392,246.07847854614258,228.98676174786704,231.5546284703554,236.65851893436422,52.84855502485898,220.81652465789506,229.643603515625,238.47068237335492,7.687633117226654,0.7479862104701045,-2.567866722488361,1.680491171096321,-4.248357893584682
2019-01-10,234.8470916748047,1.0,2,0.99384415,235.10109699676894,231.7808667767695,232.47032165831695,96823900,237.9321859741211,246.0679091644287,229.88835096739592,231.79851463364795,236.58748257124427,53.82253595086402,227.9816164397657,232.305224609375,236.62883277898428,3.7223512100336995,0.793952061069794,-1.910163666252032,1.87055538186612,-3.780719048118152
2019-01-11,234.9378204345703,1.0,2,0.8957152,234.96501904197547,233.1688208196485,233.75847304352516,73858100,237.87144104003906,246.07794906616212,230.66519007637828,232.03105467380598,236.52278934004966,53.93514270826686,230.40808959369556,233.50086364746093,236.5936377012263,2.649047207324107,0.7323062569945712,-1.3658645974277022,1.93188356055236,-3.2977481579800623
2019-01-14,233.50442504882807,1.0,2,0.9849139,234.32092981848507,232.60640074448406,233.01460876948198,70908200,237.71150177001954,246.08426391601563,231.1020048467792,232.1401977412266,236.40442450647848,51.7862987146308,232.5074506727371,234.04879150390624,235.5901323350754,1.3171106941121944,0.3234311941541839,-1.038192894447377,1.8076442108261483,-2.8458371052735254
2019-01-15,236.1806488037109,1.0,2,0.8683687,236.49817768653034,233.87645476424652,233.88553528292138,85208300,237.55349609375,246.08912200927733,231.88333703381318,232.4394915428024,236.39564958710676,55.36225416743749,232.87404007473805,234.69832763671874,236.52261519869944,1.5545807934383298,0.9062781703592355,-0.5561545089892093,1.8317460770274527,-2.387900586016662
2019-01-16,236.7521209716797,2.0,2,0.98368996,237.6502674474332,236.40745451280642,236.61608496534467,77636700,237.35497131347657,246.12222213745116,232.63239010658592,232.75895009569376,236.40963125062558,56.11090246172963,232.9765566163583,235.24444580078125,237.5123349852042,1.9281128416893945,0.8324095851796034,-0.1265599891078466,1.8090724775270524,-1.935632466634899
2019-01-17,238.54830932617188,1.0,2,0.9817046,239.41922373533995,235.82682703016224,235.87220193344507,96118400,237.2215902709961,246.14955497741698,233.54253387248977,233.1877926504543,236.49350157746227,58.468392910104946,232.5850392947336,235.9846923828125,239.38434547089142,2.881248824872095,0.8770432064286148,0.35474122203547154,1.8322989509362964,-1.4775577289008248
2019-01-18,241.723373413086,1.0,2,0.5391619,242.19508673509242,238.58455760791472,240.38075549853033,127900300,237.12465301513672,246.18029388427735,234.801119876031,233.82005563156937,236.6985933938562,62.321225746734676,231.89573831472646,237.3417999267578,242.78786153878914,4.589214048020167,0.9022671134559316,0.9810642444616349,1.9668975786899678,-0.985833334228333
2019-01-22,238.4576110839844,2.0,2,0.9999995,240.4534178764553,236.82475387447514,240.23570689537948,115531200,236.93119537353516,246.18540840148927,235.36366167995894,234.16358051823553,236.76757567651137,56.51395542881144,234.46587089996854,238.33243103027343,242.19899116057832,3.244678127597123,0.5161914682649977,1.2000811617234035,1.7487315967613892,-0.5486504350379857
2019-01-23,238.95655822753903,2.0,2,0.99999785,240.20848219891133,236.4618823561677,239.5008938577896,86030300,236.64147369384764,246.2194750213623,235.9164196899833,234.5186181646712,236.85341932626062,57.17061556713336,235.67437097118705,238.8876159667969,242.10086096240673,2.690172935591983,0.5107325738333891,1.397801525312076,1.5571615682800493,-0.1593600429679734
2019-01-24,239.0835876464844,2.0,2,0.99999714,239.67325239623838,237.75003734865726,238.7751392902691,59204100,236.36349029541014,246.2484561920166,236.40367395116976,234.85676292193227,236.940876309062,57.34714485874514,236.93771130944737,239.35389404296876,241.77007677649016,2.0189207643203355,0.4440601798193723,1.5469110292374921,1.3650168577643724,0.1818941714731197
2019-01-25,241.1065368652344,1.0,2,0.99842834,241.94115693434642,239.18336484291694,240.95232173962998,96883400,236.17539001464843,246.269005279541,237.1271936700703,235.31971027023533,237.10423614494283,60.16408838964172,237.27148691888706,239.86553955078125,242.45959218267544,2.1629223078499002,0.7392034297962559,1.8074833998349789,1.3004713826894871,0.5070120171454916
2019-01-28,239.2740478515625,2.0,2,0.99999976,239.3375589397208,237.48696050055744,238.93843142726803,85613700,236.04425842285156,246.28660423278808,237.45748362377344,235.6126264257098,237.18932799687215,56.52256731892759,237.56240232384553,239.3756866455078,241.1889709671701,1.5150112754329796,0.4719822547536172,1.844857198063636,1.0702761447345153,0.7745810533291205
2019-01-29,238.95655822753903,2.0,2,0.9999999,239.9907435431375,238.1129310469544,239.41925224356496,66136300,235.9159765625,246.29291763305665,237.68811518090325,235.8603273382585,237.2586323399406,55.89136776833229,237.8279211013041,239.47547607421876,241.12303104713342,1.3759696816755034,0.3425280680669432,1.8277878426447671,0.8425654314525173,0.9852224111922498
2019-01-30,242.7394561767578,1.0,2,0.99901545,243.59211783469837,239.7185303569398,240.48962671996418,92473700,235.89690155029297,246.321630859375,238.46523282735083,236.36988678600324,237.47356361613166,61.419519372543924,237.27704272963646,240.2320343017578,243.18702587387915,2.4601145144610896,0.9242559614568897,2.0953460413475966,0.8880989041242775,1.2072471372233191
2019-01-31,244.871322631836,1.0,2,0.9637769,245.3612153346118,242.45827275074242,242.67601143946558,104012100,235.86959747314452,246.35126136779786,239.45078745246994,236.9996239048641,237.76367241120982,64.14683161127805,236.96967825328844,241.38958740234375,245.80949655139906,3.6620545207596638,0.8938712732393401,2.45116354760583,0.995133128306009,1.4560304192998212
2019-02-01,244.9892425537109,1.0,2,0.9570845,246.02339441395705,244.19090164297134,245.07085364209178,85782500,235.83184448242187,246.36869987487793,240.30285277303346,237.59144524792103,238.04702690630484,64.29710953968397,236.92919853035772,242.16611938476564,247.40304023917355,4.325064850287526,0.7695374562507452,2.7114075251124348,1.0043016846500907,1.707105840462344
2019-02-04,246.7127685546875,1.0,1,0.5642119,246.77635310963046,244.35420783371694,245.03458229852876,60744800,235.91208038330078,246.39386238098143,241.28900540004875,238.2671044776034,238.3868629040432,66.50777267017945,238.3229487904099,243.65387268066405,248.9847965709182,4.37581708150474,0.7869082574561876,3.0219009224453544,1.051836065586408,1.9700648568589463
2019-02-05,247.74696350097656,1.0,1,0.9114392,248.0554576345695,246.6402809784447,247.14829169169425,79552800,236.10282928466796,246.43089935302734,242.28254680560013,238.96932077823521,238.75392806608593,67.79620660899465,241.97585735306265,245.41195983886718,248.8480623246717,2.8002730494965324,0.8397839131563194,3.3132260273649194,1.0745289364047785,2.238697090960141
2019-02-06,247.4203948974609,1.0,1,0.9122714,247.96473050669755,246.67657039709636,247.465800321973,58347800,236.27081115722658,246.47649307250975,243.0729896685907,239.59532852910957,239.09379070722136,66.92065450260553,243.93697616821703,246.3481689453125,248.75936172240796,1.9575487712520667,0.7223498012917519,3.4776611394811425,0.991171238816801,2.4864899006643415
2019-02-07,245.0618591308593,2.0,2,0.99996984,246.3408929311689,243.38355087629387,245.7875350120612,95482000,236.42354858398437,246.5104721069336,243.37896254334478,240.00025333098978,239.3278308110359,60.81268361793925,244.06527496928362,246.38626403808593,248.70725310688823,1.8840247266735057,0.21467968087475914,3.3787092123550053,0.7137754493525312,2.664933763002474
2019-02-08,245.36119079589844,2.0,2,0.9999348,245.46091997303054,242.9662139214965,243.80081867264613,75788900,236.50561157226562,246.5619923400879,243.68391369352733,240.39735641902988,239.5644313682318,61.29549678534742,244.3056219669121,246.4606506347656,248.61567930261913,1.7487811237235509,0.24489768242166576,3.2865572744974543,0.4972988091959838,2.7892584653014705
2019-02-11,245.4972686767578,2.0,2,0.99960214,246.28645277645333,244.961998360124,246.02339460743593,68021400,236.57416076660155,246.6112882232666,243.96288434073708,240.7751243065381,239.797089859689,61.52755817758702,243.95934477628288,246.2175262451172,248.47570771395152,1.834297909878465,0.340512519771408,3.1877600341989876,0.3188012551180135,2.868958779080974
2019-02-12,248.6541748046875,1.0,1,0.66063875,249.03523010203014,247.05761463007673,247.13020342207298,72270200,236.59437744140624,246.664391708374,244.68463072521504,241.35876219789407,240.1444289177343,66.53991463351461,243.59785278677458,246.3989685058594,249.2000842249442,2.273642406922815,0.9025658987628715,3.325868527320978,0.3655277985920029,2.960340728728975
2019-02-13,249.4615936279297,1.0,1,0.8760765,250.31430134333556,249.07148838459528,249.49785750108728,65277200,236.6415625,246.72041458129883,245.41954339985145,241.95896967289093,240.5098067292095,67.69887295187105,243.08583344871724,246.80719604492188,250.52855864112652,3.015602993623662,0.8566391337593423,3.4605737269605186,0.40018639858523475,3.060387328375284
2019-02-14,248.9081573486328,1.0,1,0.6849852,250.05125643440007,247.53838882691457,248.36391323185475,83234400,236.64755767822265,246.78283210754395,245.95626262814955,242.47372883666117,240.83915620585967,66.01119641494965,244.03025175979639,247.57647705078125,251.12270234176611,2.864751395793944,0.687768856140265,3.482533791488379,0.33771717049047556,3.1448166209979034
2019-02-15,251.62062072753903,1.0,1,0.98247623,251.65685407404968,250.49568302122483,250.7043134256806,97088700,236.64195892333984,246.85671127319335,246.8276929457239,243.15127186301092,241.26195634258607,69.96382209725297,244.89588023210632,248.82835998535157,252.76083973859681,3.1607970678878807,0.8550176837817162,3.6764210827129773,0.42528356937205913,3.251137513340918
2019-02-19,252.0560607910156,1.0,1,0.9912492,252.7182895049218,250.8041825531326,250.81326307208238,59120800,236.80831573486327,246.9407233428955,247.63205957712094,243.81088698795858,241.68525515463386,70.55591878800361,247.30485820519462,250.14013061523437,252.97540302527412,2.2669472531786323,0.8378767817487169,3.8211725891623587,0.4560280606571525,3.365144528505206
2019-02-20,252.5640563964844,1.0,1,0.995833,253.02673514184315,251.51175584699183,252.01976655657504,76610800,236.9922265625,247.0298671722412,248.39083066606747,244.4592710373893,242.1118754095609,71.26739939896478,248.00200110728423,250.9220977783203,253.84219444935638,2.3274926336825597,0.7811506025193582,3.9315596286781727,0.45313208013837336,3.4784275485397993
2019-02-21,251.66598510742188,1.0,1,0.989472,252.28280540850264,250.69526531581906,251.91994463850398,64214700,237.2712744140625,247.09932525634767,248.89469353760396,244.99309831840154,242.48654458295283,68.13277026846183,248.81629054598292,251.36297302246095,253.90965549893897,2.0262988186811928,0.5594825447208344,3.90159521920242,0.33853413653009623,3.563061082672324
