Date,Close,Label,Prediction,Prediction_Prob,High,Low,Open,Volume,SMA_50,SMA_200,EMA_12,EMA_26,EMA_50,RSI_14,BBL_5_2.0,BBM_5_2.0,BBU_5_2.0,BBB_5_2.0,BBP_5_2.0,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9
2019-01-02,124.30309295654295,2.0,0,0.9957545,124.77384001632977,121.42302508223146,122.00457520076667,27295100,134.4059375,145.78420448303223,124.28915356179378,128.4532626954796,133.65316261181627,40.1745770815648,121.10331808557707,122.9239730834961,124.74462808141512,2.9622456096213905,0.87873649495362,-4.1641091336858125,0.1338557484066314,-4.297964882092444
2019-01-03,122.07846069335938,2.0,0,0.99985826,124.28464176365313,121.52460192947424,123.61079106625655,29294600,134.025654296875,145.68183670043945,123.94904696665003,127.981055139767,133.1992527326611,36.55310524888273,121.30038716419912,122.9830551147461,124.66572306529307,2.7364224266131663,0.23120233819968178,-4.032008173116964,0.21276536718038486,-4.2447735402973485
2019-01-04,126.63851165771484,2.0,2,0.99295455,127.01695070867252,123.42613792658561,123.61997857422944,35355300,133.7426435852051,145.6024514389038,124.36280607026336,127.88160521386845,132.94196757216997,47.08305445666708,120.6724972316568,123.85260925292968,127.03272127420256,5.135316955298868,0.9380147410800893,-3.5187991436050936,0.580779517353804,-4.099578660958898
2019-01-07,128.8539276123047,2.0,2,0.9999988,129.57392021210234,126.22311874259098,126.70311459150754,30477900,133.52914932250977,145.52999286651612,125.05374549845601,127.95362796495343,132.78165168124235,51.310942121387164,120.32275872063647,125.09508819580078,129.8674176709651,7.629923035338666,0.8938144020940029,-2.8998824664974165,0.9597569555691852,-3.8596394220666017
2019-01-08,130.82936096191406,1.0,2,1.0,130.88472876649357,128.6693217204639,129.9708800504832,27320900,133.46022811889648,145.4831279373169,125.9422993760974,128.16664409370688,132.70509066249267,54.780270629999855,120.3006820788858,126.54065399169922,132.78062590451262,9.86239870899156,0.8436467159907578,-2.2243447176094833,1.308235763565695,-3.532580481175178
2019-01-09,131.90931701660156,1.0,2,1.0,132.36166599220746,130.72779532261063,131.28165408406448,25764600,133.3547621154785,145.45674839019776,126.86030678503313,128.44388138559376,132.67388504961764,56.600980575697335,121.08098925884445,128.0619094848633,135.04282971088213,10.902414705668544,0.7755681145715195,-1.583574600560624,1.5592047044916435,-3.1427793050522674
2019-01-10,132.59242248535156,1.0,2,1.0,132.66625598322602,130.47854114725857,131.13392597418084,22896800,133.29294998168945,145.41879009246827,127.74216839142227,128.75117959603588,132.67068984087038,57.75938936301653,125.82587913552095,130.1646987915039,134.50351844748684,6.666661078258722,0.7797659994592027,-1.0090112046136142,1.707014480350923,-2.7160256849645372
2019-01-11,132.62933349609375,1.0,2,0.9999999,132.91548743768243,131.70622995084724,132.01085077560333,22428400,133.24678024291993,145.39459300994872,128.4940375984811,129.03844912501876,132.6690674250443,57.824901233197416,128.535315005845,131.3628662109375,134.19041741603002,4.304947488816405,0.7239485573393434,-0.5444115265376581,1.7372913267415035,-2.2817028532791617
2019-01-14,131.309326171875,1.0,2,0.99999976,132.4077882457112,131.1616134043678,131.8354780059406,29185000,133.11790634155273,145.3640245437622,128.92715656995875,129.20666110932004,132.6157436402616,54.56567555950023,130.4408558151053,131.85394592285155,133.2670360305978,2.1434172452799607,0.3072893558662532,-0.27950453936128383,1.6017586511343023,-1.881263190495586
2019-01-15,132.4170379638672,1.0,2,0.9998677,132.6016528404893,131.16163708353966,131.67856437216648,25678900,133.00566665649413,145.33204654693603,129.46406139979084,129.44446680224945,132.60795126079515,56.76782951018594,131.16783373491046,132.171484375,133.17513501508955,1.5187097955894409,0.6223302108616567,0.019594597541384928,1.520686230429577,-1.501091632888192
2019-01-16,133.40476989746094,1.0,2,0.66542655,134.07858996735706,132.62010860657458,132.62933441988943,20827300,132.8495164489746,145.3219205856323,130.0703195505742,129.73782032651857,132.63919785370055,58.69044195441334,131.12472290567416,132.47056274414064,133.8164025826071,2.031907784774626,0.8470608496797916,0.33249922405562415,1.466872685555053,-1.1343734614994287
2019-01-17,134.614013671875,1.0,1,0.99326926,135.07552735461255,132.8970381657141,132.91550387758585,19273400,132.70816696166992,145.30814968109132,130.7693447203777,130.09901757302066,132.71664041450825,60.97847261905605,130.67921726028285,132.8748779296875,135.07053859909215,3.3048544670219884,0.8960323306881782,0.6703271473570283,1.4437604870851657,-0.7734333397281374
2019-01-18,135.99859619140625,1.0,1,0.99955136,136.54323020887716,134.7709022259935,135.32476088292435,28306700,132.59671859741212,145.29257106781006,131.5738472941958,130.53602452688546,132.84534516100578,63.473220705561026,130.26810963063414,133.54873657226562,136.8293635138971,4.913003336210935,0.8733851671521276,1.037822767310331,1.449004885630775,-0.4111821183204437
2019-01-22,133.84780883789062,2.0,1,0.9999225,135.4724546840045,132.97089289377828,135.19553941956013,27741100,132.4282698059082,145.2604784011841,131.92368987919332,130.78134301353688,132.884658060444,57.34075924173237,131.649988271972,134.0564392089844,136.46289014599677,3.5902056644379394,0.45665502481349246,1.1423468656564353,1.2428231871815032,-0.10047632152506791
2019-01-23,133.4785919189453,2.0,1,0.99911064,134.93707466130118,132.42628681610998,134.14323204667747,20621300,132.20146835327148,145.24052776336669,132.1629079251227,130.981140359033,132.90795018269068,56.334550858124096,132.338027754883,134.2687530517578,136.19947834863262,2.875911562432634,0.2953758944106613,1.181767566089718,1.0257951100918288,0.15597245599788928
2019-01-24,134.28170776367188,2.0,1,0.99782526,134.54938198690795,133.2293721212164,133.32167252509487,16976300,131.99845596313477,145.2237701034546,132.48887478354735,131.22562570317,132.96182243061978,58.058533484691594,132.7099087070813,134.44414367675782,136.17837864643434,2.5798594453412833,0.4531634482306319,1.263249080377335,0.8858212995035566,0.3774277808737785
2019-01-25,136.00787353515625,1.0,1,0.99449474,136.28475706790223,135.16781401905604,135.34320305100138,22266900,131.8835105895996,145.20266017913818,133.03025216435375,131.57986289247512,133.08127361995975,61.57055287019643,132.57123128918442,134.72291259765626,136.8745939061281,3.1942321717727897,0.7985839854800271,1.4503892718786346,0.8583691928038849,0.5920200790747497
2019-01-28,135.2786407470703,1.0,1,0.9504277,135.61089203023303,134.18932830206535,134.73396104959383,22784700,131.81010147094727,145.1763955307007,133.37614871013227,131.85384191613727,133.1674424863109,59.31094403221232,132.71025223061477,134.57890625,136.4475602693852,2.77703849950143,0.6872132172825295,1.522306793995,0.7442293719362001,0.7780774220587998
2019-01-29,134.95553588867188,2.0,1,0.82900566,135.52786033664074,134.66015489296998,135.42632003822794,12084800,131.73906356811523,145.14371593475343,133.6191313529845,132.0835970252139,133.2375637962074,58.29040843008124,133.07376427310038,134.80044860839843,136.52713294369647,2.561837669122518,0.5449089845500564,1.5355343277706197,0.6059655245694557,0.929568803201164
2019-01-30,136.43246459960938,2.0,1,0.6554894,136.93091080992392,134.4754926273543,135.67551019731164,25516900,131.7178044128418,145.12212375640868,134.05194950495925,132.40573423377734,133.36285342540793,61.54795790569012,133.86860785672042,135.39121704101564,136.91382622531086,2.2491993462677247,0.8419236894615995,1.6462152711819158,0.5733171743846015,1.0728980967973143
2019-01-31,137.59556579589844,2.0,2,0.610834,137.81709681716254,136.18322645414602,136.25707521416376,27252900,131.68061447143555,145.0998554611206,134.5971188945208,132.79016507106118,133.52884154743546,63.93669187446014,134.1928849181014,136.05398864746093,137.91509237682044,2.7358311915161124,0.9141525980873101,1.8069538234596223,0.5872445813298464,1.219709242129776
2019-02-01,137.7063446044922,2.0,2,0.84590244,138.16788888444054,137.15249991968233,137.86328205466262,17057900,131.63901626586915,145.0704156112671,135.07546131143948,133.15432651798199,133.6926651967318,64.16506170229249,134.1167130794375,136.39369201660156,138.67067095376564,3.3388332018857954,0.7882443413212913,1.9211347934574974,0.561140441062177,1.3599943523953204
2019-02-04,139.3494415283203,2.0,2,0.9352029,139.35863682273867,137.42938572478602,137.91862137957384,21301700,131.68695205688476,145.04727138519286,135.73299203440914,133.61322166559384,133.91449836590868,67.45632790996702,134.28768606529255,137.20785827636718,140.1280304874418,4.256567003899662,0.8666826097196021,2.1197703688152956,0.6078208131359801,1.5119495556793154
2019-02-05,139.4971466064453,2.0,2,0.91734296,139.9401780527509,138.68477752569223,139.39554530493842,18295900,131.7906507873535,145.0298482131958,136.31208334777529,134.0490634363861,134.13342335435496,67.74308517621526,135.8007023083813,138.1161682128906,140.43163411739994,3.3529251998075886,0.7981942760869724,2.2630199113891933,0.6008562845679022,1.6621636268212912
2019-02-06,139.32171630859375,2.0,2,0.9016093,139.7279080381199,138.555595731613,139.4232871291589,13720600,131.85330520629884,145.01538829803468,136.77510849829784,134.43963257637023,134.3368870199164,66.98833375097287,136.98507937732006,138.69402770996095,140.40297604260184,2.4643430735383434,0.6836565518750628,2.3354759219276104,0.5386498360850553,1.796826085842555
2019-02-07,138.17710876464844,2.0,2,0.6434213,139.10943836613174,136.97710611987776,138.38943044103854,22850800,131.89564407348632,144.99625644683837,136.99080319447316,134.71648379467152,134.48748454946625,62.122501959658464,137.35610108408636,138.81034240722656,140.26458373036675,2.0952924658508536,0.282285658606604,2.274319399801641,0.3819946511672685,1.8923247486343724
2019-02-08,138.32481384277344,2.0,2,0.46497735,138.37097226230946,137.07865388668887,137.5955812369371,13463000,131.90560806274414,144.98193195343018,137.19603794940997,134.983768632219,134.63796864954847,62.50102733824105,137.8083645083718,138.9340393066406,140.05971410490943,1.620444930395131,0.22940221900009597,2.212269317190959,0.25595565484526905,1.9563136623456898
2019-02-11,139.47866821289062,2.0,0,0.53098977,139.52482663032495,138.1217421964757,138.73096992568327,16374800,131.96146530151367,144.97442798614503,137.54721418360532,135.3167252869939,134.82780060335753,65.40916536436356,137.79209551849598,138.95989379882812,140.12769207916025,1.680770254506317,0.7221229820204985,2.2304888966114333,0.21934018741259464,2.0111487091988387
2019-02-12,141.22329711914062,2.0,0,0.50028074,141.4079272578703,140.19868359626474,140.2356009381679,20779900,131.98468643188477,144.97240146636963,138.1127677519629,135.75425025669284,135.07860498667407,69.2875181111483,137.12464235517572,139.30513916015624,141.48563596513677,3.1305331851018776,0.9398477478600522,2.358517495270064,0.2778950288569799,2.080622466413084
2019-02-13,141.62025451660156,2.0,2,0.67289966,141.93411655983454,140.95564476997052,141.62026977539062,15534500,132.02339126586915,144.97336544036864,138.65238344787485,136.18877022104084,135.3351408607414,70.10873170061038,136.90182152904944,139.76484375,142.62786597095058,4.096913278237137,0.8240327671600437,2.4636132268340134,0.3063926083367434,2.15722061849727
2019-02-14,141.9433135986328,2.0,2,0.91774833,142.49714289409957,140.67865773294517,140.84482095886912,18251000,132.05402084350587,144.98220714569092,139.1586780466393,136.6150315631744,135.59428429129443,70.79312849275189,137.74187732797722,140.51807861328126,143.2942798985853,3.951379513157738,0.756685229220763,2.5436464834648973,0.30914069197410177,2.2345057914907955
2019-02-15,144.20484924316406,1.0,2,0.8675307,144.22336073446937,142.4048751564383,142.87564524825845,27240200,132.10301681518555,144.9989287185669,139.9350191193919,137.17724367105268,135.9319553002449,75.0929027298801,138.66076310074425,141.694091796875,144.72742049300575,4.281517539177524,0.9138692957771072,2.757775448339231,0.41861572547874815,2.339159722860483
2019-02-19,144.6017608642578,1.0,2,0.87894654,145.01719242758006,143.58640259888975,143.58640259888975,15856900,132.28065628051758,145.01498302459717,140.65298408284485,137.72721016814774,136.27194887207202,75.76713875368245,139.91888629557712,142.71871337890624,145.51854046223536,3.9235598710812556,0.8362846966768085,2.9257739146971176,0.4692913534693073,2.4564825612278103
2019-02-20,145.28485107421875,0.0,2,0.7900921,145.46028591728722,144.49104018592556,144.61104619687117,18317400,132.47784652709962,145.03829303741455,141.3655860471127,138.2870388112913,136.62539781240588,76.92492220293315,140.5850405393651,143.5310302734375,146.47702000750988,4.105021371977962,0.7976701780158596,3.078547235821418,0.4976517396748861,2.580895496146532
