Date,RSI,Williams %R,SMA,EMA,WMA,HMA,TEMA,CCI,CMO,MACD,PPO,ROC,CMFI,DMI,Parabolic SAR,Label
2019-03-19,65.37261566374654,-15.996849298694837,104.14374542236328,104.6175223912459,104.60166182084517,105.49659351387409,105.49583648632932,188.6100781931257,30.745231327493087,0.8367629736876694,0.19499380097855928,1.4256979138862338,0.19998296113912753,24.175010790412678,101.85366658740054,HOLD
2019-03-20,65.98866576962418,-13.27393997797971,104.35713119506836,104.92601779853712,104.99629849520596,106.12590322012852,106.01442264862425,146.11760518489947,31.97733153924836,0.9199341531015648,0.1574191336633876,2.0482335871963744,0.18573160771149708,25.746057043439123,102.16557104889301,HOLD
2019-03-21,71.28403921168841,-1.3380140561366605,104.84251861572265,105.44328380515962,105.6169984297319,106.92544223515675,106.99280730785684,179.26484608261413,42.56807842337682,1.090819855174459,0.2188383878356193,4.716294856663502,0.2232103476333012,28.60820522119488,102.45876124269593,HOLD
2019-03-22,57.20736687943697,-34.93827926960067,105.1857696533203,105.47780737733942,105.76075203635476,107.12009928539545,106.64360911780642,91.27926535048755,14.414733758873929,1.0417355301904223,0.25328941241829395,3.3585992580871813,0.09661034143600385,29.101482055499176,102.89054930324315,HOLD
2019-03-25,59.70961911293375,-25.125771051837532,105.45098571777343,105.61956684255682,105.95560926957565,107.02275646479443,106.65461829660642,70.48512911708603,19.41923822586748,1.0412109035734716,0.40113171369958867,2.5598690757132103,0.14451555189641796,28.49431303477785,103.28779431894658,HOLD
2019-03-26,61.47392396252798,-17.989815679923648,105.73238067626953,105.81810190838101,106.18479544899681,106.85182513612688,106.8369574902581,88.5609810495489,22.947847925055946,1.0651527599426345,0.6511124404331745,2.708388514341359,0.10374699339168453,29.313489269117888,103.65325973339374,HOLD
2019-03-27,60.11561918969336,-21.40886282358657,105.95525436401367,105.94098752109724,106.32326674027877,106.71722815927832,106.83231782737039,68.70445426084332,20.231238379386728,1.0544187585927887,0.7953337066348392,2.1375647004339813,0.08807595556058045,28.95301632714738,103.98948791468513,HOLD
2019-03-28,62.73742213085483,-13.451679450291476,106.27356414794922,106.15848197748865,106.53816722523082,106.735212144948,107.09399959236848,89.23877567461349,25.474844261709666,1.085304894423146,0.9510620941589581,3.0620221404423904,0.08463305338503045,29.290178595152966,104.29881784147321,SELL
2019-03-29,64.89379916187116,-4.363349995409527,106.58099517822265,106.43790848317963,106.79666969992898,107.04792065090602,107.49656469827923,113.6255745328766,29.787598323742323,1.1416577381460797,1.0932466614819731,2.938520746106983,0.0820118735367601,30.27115602142217,104.58340137411824,HOLD
2019-04-01,68.98831228044847,-0.7280622785972746,106.90545272827148,106.88151402308091,107.21425947709517,107.73014387650922,108.27340581683914,166.5534644001938,37.976624560896944,1.2671218820177472,1.3305384447888258,3.0715500648222713,0.12448466325765042,32.993175524781435,104.91445867708637,HOLD
