Date,Close,Label,Prediction,Prediction_Prob
2021-01-04,347.2548217773437,2.0,2,0.9999994
2021-01-05,349.6464233398437,2.0,0,0.70116186
2021-01-06,351.7367858886719,2.0,2,0.99150956
2021-01-07,356.962646484375,0.0,2,0.62289333
2021-01-08,358.99664306640625,0.0,0,0.88901156
2021-01-11,356.57672119140625,0.0,0,0.9999999
2021-01-12,356.6519775390625,0.0,0,0.9999999
2021-01-13,357.6124572753906,0.0,0,1.0
2021-01-14,356.36004638671875,0.0,0,1.0
2021-01-15,353.7613220214844,2.0,0,1.0
2021-01-19,356.5390319824219,0.0,0,0.9998449
2021-01-20,361.4730529785156,0.0,0,0.99948007
2021-01-21,361.8026123046875,0.0,0,0.99991333
2021-01-22,360.5219421386719,0.0,0,0.9999999
2021-01-25,361.9438171386719,0.0,2,0.89189255
2021-01-26,361.3788757324219,0.0,2,0.9895655
2021-01-27,352.5466613769531,2.0,0,0.9975018
2021-01-28,355.57861328125,0.0,2,0.9999318
2021-01-29,348.4600524902344,2.0,0,0.9900108
2021-02-01,354.2602844238281,2.0,2,0.9997441
2021-02-02,359.2696228027344,2.0,2,1.0
2021-02-03,359.5521545410156,2.0,2,1.0
2021-02-04,363.63873291015625,1.0,2,1.0
2021-02-05,365.0699462890625,1.0,2,1.0
2021-02-08,367.7064514160156,0.0,2,1.0
2021-02-09,367.4615478515625,0.0,2,1.0
2021-02-10,367.3015747070313,0.0,2,1.0
2021-02-11,367.894775390625,0.0,2,1.0
2021-02-12,369.7121276855469,0.0,2,1.0
2021-02-16,369.3919677734375,0.0,2,1.0
2021-02-17,369.4766540527344,0.0,2,1.0
2021-02-18,367.90423583984375,0.0,0,0.9997596
2021-02-19,367.2545471191406,0.0,0,1.0
2021-02-22,364.4296569824219,0.0,0,1.0
2021-02-23,364.8721923828125,0.0,0,1.0
2021-02-24,368.892822265625,0.0,0,0.9760873
2021-02-25,360.0041198730469,2.0,0,1.0
2021-02-26,358.1490783691406,2.0,0,1.0
2021-03-01,366.8307800292969,0.0,2,0.99998426
2021-03-02,363.96826171875,0.0,0,0.9969042
