Date,Close,Label,Prediction,Prediction_Prob
2023-01-03,318.0906982421875,2.0,2,0.5764169
2023-01-04,319.37750244140625,2.0,2,0.5344869
2023-01-05,316.1699523925781,2.0,2,0.64061624
2023-01-06,322.9501037597656,1.0,1,0.84471536
2023-01-09,321.9993896484375,1.0,2,0.84030783
2023-01-10,323.8623962402344,1.0,1,0.89868104
2023-01-11,326.2920837402344,0.0,0,0.9760367
2023-01-12,328.4433288574219,0.0,0,0.99952006
2023-01-13,329.4421081542969,0.0,0,0.9943528
2023-01-17,325.71588134765625,0.0,1,0.957034
2023-01-18,319.7712707519531,1.0,2,0.99740535
2023-01-19,317.52410888671875,2.0,2,0.99701726
2023-01-20,320.7151794433594,1.0,1,0.8971828
2023-01-23,323.1181640625,1.0,1,0.7625805
2023-01-24,324.01202392578125,1.0,1,0.96655
2023-01-25,324.22344970703125,1.0,0,0.8819817
2023-01-26,326.1842346191406,1.0,0,0.99726033
2023-01-27,326.42449951171875,1.0,0,0.9837652
2023-01-30,323.9736022949219,1.0,1,0.7812219
2023-01-31,327.5971374511719,0.0,1,0.8613269
2023-02-01,327.6356201171875,0.0,1,0.97596437
2023-02-02,327.2127685546875,0.0,1,0.956576
2023-02-03,325.8190002441406,0.0,2,0.823971
2023-02-06,325.33837890625,0.0,2,0.9114012
2023-02-07,328.2604675292969,0.0,1,0.9890575
2023-02-08,326.241943359375,0.0,2,0.9964804
2023-02-09,323.9927673339844,0.0,2,0.9970124
2023-02-10,325.57867431640625,0.0,1,0.94522506
2023-02-13,329.2503356933594,0.0,1,0.99826163
2023-02-14,327.8951110839844,0.0,2,0.6411154
2023-02-15,328.3948974609375,0.0,1,0.5528438
2023-02-16,324.2906494140625,0.0,2,0.9999944
2023-02-17,325.6885986328125,0.0,1,0.74876565
2023-02-21,318.910888671875,0.0,2,0.9999994
2023-02-22,318.2080383300781,0.0,2,0.9999865
2023-02-23,319.3152770996094,0.0,2,0.9928
2023-02-24,315.8974609375,0.0,2,0.9983565
2023-02-27,316.80255126953125,0.0,2,0.999706
2023-02-28,314.4052124023437,0.0,0,0.5333089
2023-03-01,314.8191833496094,0.0,2,0.946294
2023-03-02,318.131103515625,0.0,2,0.99973935
2023-03-03,321.76055908203125,0.0,2,0.79096645
2023-03-06,322.213134765625,0.0,2,0.56524813
2023-03-07,316.6195068359375,0.0,0,0.6354432
2023-03-08,316.25372314453125,0.0,2,0.5108906
2023-03-09,311.045166015625,1.0,0,0.77396935
2023-03-10,307.8199768066406,2.0,2,0.9999976
2023-03-13,306.9438171386719,2.0,2,1.0
2023-03-14,310.1883544921875,2.0,2,1.0
2023-03-15,307.6370544433594,2.0,2,0.99999344
2023-03-16,311.208984375,2.0,2,1.0
2023-03-17,307.4519348144531,2.0,2,0.99433386
2023-03-20,311.1200256347656,2.0,2,0.9999999
2023-03-21,314.324951171875,2.0,2,0.9999856
2023-03-22,309.0736389160156,2.0,2,0.9999535
2023-03-23,309.710693359375,2.0,2,0.9999604
2023-03-24,311.1393127441406,2.0,2,0.99645555
2023-03-27,313.0603942871094,2.0,2,0.9989506
2023-03-28,312.57763671875,2.0,2,0.99988616
2023-03-29,315.7342834472656,2.0,2,0.9910744
2023-03-30,317.08575439453125,2.0,2,0.971695
2023-03-31,321.0821228027344,1.0,1,0.9957104
2023-04-03,324.2579650878906,1.0,0,0.9367286
2023-04-04,322.3563232421875,1.0,1,0.68406343
2023-04-05,323.2057189941406,1.0,0,0.51308566
2023-04-06,323.2830505371094,1.0,1,0.6484838
2023-04-10,324.3061828613281,1.0,1,0.9248018
2023-04-11,325.213623046875,1.0,1,0.8305101
2023-04-12,324.9336242675781,1.0,2,0.95629096
2023-04-13,328.5633544921875,0.0,1,0.9885201
2023-04-14,327.0863342285156,0.0,2,0.9592858
2023-04-17,328.1288452148437,0.0,2,0.70135236
2023-04-18,328.0130615234375,0.0,2,0.93476236
2023-04-19,327.23114013671875,0.0,2,0.9995035
2023-04-20,326.22723388671875,0.0,2,0.9999993
2023-04-21,326.5594177246094,0.0,2,0.99999917
2023-04-24,327.1775817871094,0.0,2,0.9999994
2023-04-25,323.8744812011719,0.0,2,1.0
2023-04-26,321.5757141113281,2.0,2,0.9999999
2023-04-27,326.6464233398437,0.0,2,0.97997653
2023-04-28,329.3796691894531,0.0,1,0.7693743
2023-05-01,328.73260498046875,0.0,2,0.9991524
2023-05-02,325.36181640625,0.0,2,0.99995375
2023-05-03,322.69610595703125,1.0,2,0.9832192
2023-05-04,320.0110778808594,1.0,2,0.7388227
2023-05-05,325.2266845703125,0.0,0,0.8531496
2023-05-08,324.7340087890625,0.0,0,0.9103871
2023-05-09,324.2994384765625,0.0,0,0.94618636
2023-05-10,324.0290222167969,0.0,0,0.95781237
2023-05-11,321.9427185058594,1.0,2,0.78152907
2023-05-12,321.8172302246094,1.0,2,0.9615499
2023-05-15,322.3677062988281,1.0,2,0.9594336
2023-05-16,319.0645446777344,2.0,2,0.93053174
2023-05-17,323.17901611328125,0.0,2,0.8352143
2023-05-18,324.5795288085937,0.0,1,0.5934794
2023-05-19,323.4721984863281,0.0,2,0.9677319
2023-05-22,322.2235107421875,2.0,2,0.87393486
2023-05-23,320.0069885253906,2.0,2,0.99969554
2023-05-24,317.4903259277344,2.0,2,0.8853365
2023-05-25,317.2387390136719,2.0,2,0.99873704
2023-05-26,320.22967529296875,2.0,2,0.9978822
2023-05-30,319.919921875,2.0,2,0.99681807
2023-05-31,318.951904296875,2.0,2,0.9903881
2023-06-01,320.3263854980469,2.0,2,0.97726375
2023-06-02,327.227783203125,1.0,1,0.9857795
2023-06-05,325.3500061035156,2.0,2,0.80055046
2023-06-06,325.3887023925781,2.0,2,0.5694587
2023-06-07,326.35662841796875,2.0,1,0.9793043
2023-06-08,327.94403076171875,1.0,1,0.8572465
2023-06-09,328.3892822265625,1.0,0,0.7637448
2023-06-12,330.2282409667969,1.0,1,0.5366221
2023-06-13,331.6318359375,1.0,1,0.8157842
2023-06-14,329.5024108886719,1.0,1,0.8794316
2023-06-15,333.7128601074219,0.0,0,0.58831763
2023-06-16,332.7001037597656,0.0,0,0.5862078
2023-06-20,330.2845153808594,1.0,2,0.9938414
2023-06-21,329.28521728515625,1.0,2,0.9996779
2023-06-22,329.1979675292969,1.0,2,0.9900237
2023-06-23,327.0831298828125,2.0,2,0.9973972
2023-06-26,327.0638122558594,2.0,2,0.93377084
2023-06-27,329.0912780761719,2.0,1,0.5603911
2023-06-28,328.5091552734375,2.0,1,0.8068291
2023-06-29,330.9635925292969,2.0,0,0.7732305
2023-06-30,333.5732421875,0.0,0,0.99998736
2023-07-03,333.7866516113281,0.0,0,0.99995995
2023-07-05,332.56427001953125,0.0,0,0.7678255
2023-07-06,329.0912780761719,2.0,1,0.6945815
2023-07-07,327.3451232910156,2.0,2,0.99992216
2023-07-10,329.43072509765625,2.0,1,0.9833309
2023-07-11,332.3994140625,2.0,0,0.9895705
2023-07-12,333.3598022460937,2.0,0,0.9999796
2023-07-13,333.64117431640625,2.0,0,0.9999713
2023-07-14,334.8537902832031,2.0,0,0.99456763
2023-07-17,335.513427734375,2.0,0,0.9949221
2023-07-18,339.1319274902344,2.0,0,0.7147101
2023-07-19,340.2087707519531,1.0,0,0.96091133
2023-07-20,341.896728515625,1.0,0,0.59858805
2023-07-21,341.8754272460937,1.0,1,0.7119782
2023-07-24,343.7491455078125,1.0,1,0.5564777
2023-07-25,343.9918518066406,0.0,2,0.9880747
2023-07-26,344.89471435546875,0.0,2,0.9991547
2023-07-27,342.487060546875,0.0,2,0.9997019
2023-07-28,344.147216796875,0.0,2,0.9992392
2023-07-31,345.20538330078125,0.0,2,0.9425308
2023-08-01,345.81707763671875,0.0,2,0.9216089
2023-08-02,342.4578552246094,0.0,2,0.9999988
2023-08-03,341.729736328125,0.0,2,0.99999595
2023-08-04,340.4288024902344,0.0,2,0.999343
2023-08-07,344.2830810546875,0.0,2,0.9997551
2023-08-08,342.72979736328125,0.0,2,0.9996867
2023-08-09,341.0404663085937,0.0,0,0.9997842
2023-08-10,341.6327209472656,0.0,0,0.8152975
2023-08-11,342.7103576660156,0.0,2,0.92984205
2023-08-14,342.9141845703125,0.0,2,0.9492644
2023-08-15,339.41912841796875,0.0,0,0.9999963
2023-08-16,337.6327209472656,0.0,0,0.99999523
2023-08-17,335.001708984375,1.0,0,0.9986235
2023-08-18,335.5559387207031,1.0,0,0.69092274
2023-08-21,335.11846923828125,1.0,2,0.9062691
2023-08-22,333.4558410644531,1.0,2,0.8219118
2023-08-23,335.27398681640625,1.0,0,0.9963989
2023-08-24,331.5793151855469,2.0,0,0.699856
2023-08-25,333.9809265136719,1.0,0,0.66900843
2023-08-28,336.129638671875,1.0,2,0.53381747
2023-08-29,338.958984375,1.0,0,0.98907745
2023-08-30,339.7173767089844,0.0,0,0.99012834
2023-08-31,338.1714172363281,0.0,2,0.9971097
2023-09-01,339.3089904785156,0.0,2,0.64615667
2023-09-05,337.3644714355469,0.0,2,0.9998554
2023-09-06,335.4393615722656,0.0,2,0.9601844
2023-09-07,336.1102294921875,0.0,2,0.98209375
2023-09-08,336.9075622558594,0.0,2,0.9976852
2023-09-11,337.7435913085937,0.0,2,0.99971503
2023-09-12,337.5880126953125,0.0,2,0.9967372
2023-09-13,336.9462890625,0.0,2,0.6444251
2023-09-14,340.24237060546875,0.0,2,0.6560059
2023-09-15,337.4377746582031,0.0,2,0.55958694
2023-09-18,337.447509765625,0.0,0,0.8012652
2023-09-19,336.3946228027344,0.0,0,0.9988085
2023-09-20,335.6634826660156,0.0,0,0.999946
2023-09-21,332.0174865722656,0.0,0,0.9998927
2023-09-22,331.04266357421875,0.0,0,0.9957651
2023-09-25,331.4326171875,0.0,2,0.98676646
2023-09-26,327.5916748046875,0.0,2,0.99997926
2023-09-27,326.9969787597656,0.0,2,0.9999999
2023-09-28,328.1571044921875,0.0,2,1.0
2023-09-29,326.52911376953125,0.0,2,1.0
2023-10-02,325.690673828125,1.0,2,1.0
2023-10-03,321.6840209960937,2.0,2,1.0
2023-10-04,322.6686096191406,2.0,2,1.0
2023-10-05,322.84405517578125,2.0,2,1.0
2023-10-06,325.7004699707031,0.0,2,0.9999995
2023-10-09,327.6404113769531,0.0,2,0.9999999
2023-10-10,328.9662475585937,0.0,2,0.9999957
2023-10-11,329.5317077636719,0.0,2,0.9998752
2023-10-12,327.81591796875,0.0,2,0.99999905
2023-10-13,328.2156066894531,0.0,2,1.0
2023-10-16,331.34490966796875,0.0,2,0.9986743
2023-10-17,331.4423217773437,0.0,2,0.9971757
2023-10-18,328.1668395996094,0.0,2,0.9999995
2023-10-19,325.719970703125,0.0,2,0.99997747
2023-10-20,323.0443725585937,0.0,0,0.75278664
2023-10-23,321.22039794921875,2.0,2,0.86899537
2023-10-24,323.2881774902344,0.0,2,0.8035694
2023-10-25,322.2251281738281,0.0,2,0.80847645
2023-10-26,319.7573547363281,2.0,2,0.99612516
2023-10-27,316.2165832519531,2.0,2,0.99999917
2023-10-30,321.13262939453125,2.0,2,0.9999888
2023-10-31,322.3518371582031,2.0,2,0.9999987
2023-11-01,324.49774169921875,2.0,2,0.9999646
2023-11-02,330.0673217773437,2.0,2,0.99833304
2023-11-03,332.2326965332031,2.0,2,0.9640732
2023-11-06,332.6521301269531,2.0,2,0.99880254
2023-11-07,333.13983154296875,2.0,2,0.9980775
2023-11-08,332.73016357421875,2.0,2,0.99111724
2023-11-09,330.76959228515625,2.0,2,0.95351386
2023-11-10,334.5736694335937,2.0,2,0.99846566
2023-11-13,335.11993408203125,2.0,2,0.99979883
2023-11-14,339.85064697265625,2.0,2,0.71115845
2023-11-15,341.6551208496094,2.0,1,0.8498871
2023-11-16,341.41131591796875,2.0,1,0.7301813
2023-11-17,341.5256652832031,2.0,1,0.53989816
2023-11-20,343.568359375,2.0,0,0.6989542
2023-11-21,342.8841857910156,2.0,2,0.8725772
2023-11-22,344.5848693847656,2.0,0,0.56222993
2023-11-24,345.7967224121094,2.0,0,0.41343048
2023-11-27,345.3276672363281,2.0,2,0.6674845
2023-11-28,346.0997314453125,2.0,2,0.9005502
2023-11-29,346.6275329589844,2.0,2,0.99841475
2023-11-30,351.85650634765625,2.0,2,0.5548569
2023-12-01,354.8375244140625,2.0,0,0.9347074
2023-12-04,354.4368591308594,2.0,0,0.9568109
2023-12-05,353.7233581542969,2.0,0,0.8532472
2023-12-06,353.0489501953125,2.0,2,0.99913824
2023-12-07,353.6451110839844,2.0,2,0.9920036
2023-12-08,354.90594482421875,2.0,2,0.7904737
2023-12-11,356.4404602050781,2.0,0,0.86940664
2023-12-12,358.1214904785156,2.0,0,0.9854671
2023-12-13,363.33099365234375,2.0,0,0.9977069
2023-12-14,364.8849182128906,1.0,0,0.9998573
2023-12-15,365.0152893066406,1.0,0,0.999897
2023-12-18,365.3581237792969,1.0,0,0.99696046
2023-12-19,367.8266296386719,0.0,0,0.9991885
2023-12-20,363.2226257324219,2.0,0,0.9981324
2023-12-21,366.2397155761719,1.0,2,0.9038836
2023-12-22,366.1613464355469,1.0,0,0.6371471
2023-12-26,367.6796875,1.0,0,0.854048
2023-12-27,368.8649291992188,1.0,0,0.9144794
2023-12-28,369.3254089355469,0.0,0,0.99096125
2023-12-29,369.1686401367188,0.0,0,0.9934187
2024-01-02,369.3841247558594,0.0,0,0.9950039
2024-01-03,366.56298828125,2.0,0,0.9999995
2024-01-04,366.8861999511719,2.0,0,0.99999976
2024-01-05,366.9842529296875,2.0,0,0.9999999
2024-01-08,369.1392517089844,2.0,0,0.6362679
2024-01-09,367.5131530761719,2.0,0,0.9999994
2024-01-10,369.2470397949219,2.0,0,0.8864971
2024-01-11,369.4624938964844,0.0,0,0.53374815
2024-01-12,368.2282104492188,2.0,0,0.9968329
2024-01-16,366.024169921875,2.0,2,0.8861457
2024-01-17,365.1034240722656,2.0,2,0.99837947
2024-01-18,367.1507873535156,2.0,2,0.9999989
2024-01-19,371.0741271972656,2.0,0,0.552953
2024-01-22,372.5149536132813,2.0,0,0.56580055
2024-01-23,371.5054626464844,2.0,2,0.59948224
2024-01-24,370.57421875,2.0,2,0.7252125
2024-01-25,372.9167175292969,2.0,2,0.76484567
2024-01-26,373.5146179199219,2.0,2,0.47545692
2024-01-29,375.69049072265625,1.0,1,0.98742515
2024-01-30,376.8470153808594,1.0,1,0.87846303
2024-01-31,373.7890625,2.0,2,0.97623014
2024-02-01,377.4449462890625,2.0,1,0.98789656
2024-02-02,378.73870849609375,1.0,1,0.78618586
2024-02-05,375.9551696777344,2.0,2,0.99970657
2024-02-06,377.4253234863281,2.0,2,0.99799985
2024-02-07,378.9837341308594,1.0,2,0.951653
2024-02-08,379.650146484375,1.0,2,0.9203434
2024-02-09,379.03271484375,1.0,2,0.9999814
2024-02-12,380.3951110839844,0.0,2,0.99952626
2024-02-13,375.2102355957031,2.0,2,0.9999981
2024-02-14,376.6510314941406,2.0,2,0.99999976
2024-02-15,380.53228759765625,1.0,2,0.999931
2024-02-16,379.1108703613281,1.0,2,0.9999832
2024-02-20,378.6200256347656,1.0,2,0.99993694
2024-02-21,378.973388671875,1.0,2,0.99996436
2024-02-22,383.3811340332031,1.0,0,0.8491704
2024-02-23,384.1076049804688,0.0,0,0.9761639
2024-02-26,383.5479431152344,1.0,0,0.68256676
2024-02-27,382.5172729492188,1.0,2,0.98716986
2024-02-28,382.4583129882813,2.0,2,0.8864079
2024-02-29,382.8019409179688,2.0,2,0.82330614
2024-03-01,384.1369934082031,0.0,0,0.95995975
2024-03-04,383.0768432617188,2.0,2,0.99045897
2024-03-05,379.1108703613281,2.0,2,1.0
2024-03-06,380.0827026367188,2.0,2,0.999995
2024-03-07,381.3294067382813,2.0,2,0.8615173
2024-03-08,380.8778076171875,2.0,1,0.54688036
2024-03-11,381.300048828125,2.0,1,0.99904066
2024-03-12,383.6265563964844,2.0,0,0.539765
2024-03-13,384.0486450195313,2.0,0,0.79237396
2024-03-14,382.9197387695313,2.0,0,0.7894508
2024-03-15,380.8168640136719,2.0,1,0.7811469
2024-03-18,381.5352478027344,2.0,0,0.9949649
2024-03-19,384.6545715332031,2.0,0,0.99871945
2024-03-20,388.67913818359375,0.0,0,0.87752646
2024-03-21,391.3951110839844,0.0,0,0.9926162
2024-03-22,388.2265930175781,0.0,0,0.98996896
2024-03-25,386.67181396484375,0.0,0,0.9175338
2024-03-26,386.5733947753906,0.0,0,0.9992112
2024-03-27,391.2081298828125,0.0,0,0.5609259
2024-03-28,391.4049682617188,0.0,1,0.6193503
2024-04-01,389.0137634277344,0.0,0,0.97588557
2024-04-02,385.3729248046875,0.0,1,0.9233107
2024-04-03,385.00885009765625,0.0,1,0.9857115
2024-04-04,379.8525390625,0.0,0,0.9982626
2024-04-05,382.6471557617188,0.0,0,0.99993646
2024-04-08,382.8833618164063,0.0,0,0.9999994
2024-04-09,382.6275024414063,0.0,0,0.9998419
2024-04-10,378.36669921875,0.0,0,0.9386652
2024-04-11,378.3961791992188,0.0,0,0.80287445
2024-04-12,373.8007507324219,1.0,2,0.770581
2024-04-15,371.28173828125,2.0,2,0.99952424
2024-04-16,371.9410400390625,2.0,2,0.99997497
2024-04-17,371.41943359375,2.0,2,0.99999976
2024-04-18,371.80322265625,2.0,2,0.9999999
2024-04-19,373.9278869628906,2.0,2,0.99997294
2024-04-22,376.4581298828125,2.0,2,0.99968386
2024-04-23,379.067138671875,0.0,0,0.97404057
2024-04-24,378.49609375,0.0,0,0.88255507
2024-04-25,375.0305786132813,2.0,2,1.0
2024-04-26,376.3990478515625,2.0,2,1.0
2024-04-29,377.8659973144531,2.0,2,0.9999951
2024-04-30,372.2837219238281,2.0,2,0.9999558
2024-05-01,373.0319213867188,2.0,2,0.9995552
2024-05-02,376.3202819824219,2.0,2,1.0
2024-05-03,380.79010009765625,2.0,2,0.9999981
2024-05-06,382.4442443847656,2.0,2,0.9999851
2024-05-07,382.7296447753906,2.0,2,0.99979407
2024-05-08,384.4427490234375,2.0,2,0.99631494
2024-05-09,387.90826416015625,0.0,1,0.76490533
2024-05-10,389.0700378417969,0.0,1,0.8956046
2024-05-13,388.3612060546875,0.0,0,0.9852675
2024-05-14,389.4638671875,0.0,0,0.95196444
2024-05-15,393.106689453125,0.0,0,0.98051274
2024-05-16,393.0377197265625,0.0,0,0.9999976
2024-05-17,394.3531188964844,0.0,0,0.99541974
2024-05-20,392.5290222167969,0.0,0,0.9972904
2024-05-21,393.199462890625,0.0,0,0.9753449
2024-05-22,391.1091613769531,0.0,2,0.8703027
2024-05-23,385.193115234375,0.0,2,0.9204182
2024-05-24,385.1734313964844,0.0,0,0.99734867
2024-05-28,383.1619567871094,0.0,0,0.9101077
2024-05-29,379.1981506347656,2.0,0,0.9930254
2024-05-30,376.1416015625,2.0,2,0.8077591
2024-05-31,382.10687255859375,2.0,2,0.95972985
2024-06-03,380.83489990234375,2.0,2,0.9984206
2024-06-04,382.087158203125,1.0,2,0.9996954
2024-06-05,383.0929260253906,1.0,2,0.9951585
2024-06-06,383.8816833496094,1.0,2,0.837683
2024-06-07,383.0534973144531,1.0,2,0.9935394
2024-06-10,383.84228515625,1.0,2,0.97683
2024-06-11,382.5407409667969,1.0,2,0.90795183
2024-06-12,382.2646789550781,1.0,2,0.9890694
2024-06-13,381.4659729003906,2.0,2,0.96837145
2024-06-14,381.0518798828125,2.0,2,0.98298323
2024-06-17,383.1421508789063,2.0,2,0.96839404
2024-06-18,383.69439697265625,2.0,2,0.97679657
2024-06-20,386.5833435058594,2.0,1,0.9976163
2024-06-21,386.7256774902344,2.0,1,0.9964759
2024-06-24,389.3345947265625,2.0,0,0.99943906
2024-06-25,386.409423828125,2.0,1,0.9706129
2024-06-26,386.6268005371094,2.0,1,0.97041625
2024-06-27,386.9430847167969,2.0,1,0.8953454
2024-06-28,386.5181884765625,2.0,2,0.5429208
2024-07-01,386.8442687988281,2.0,2,0.96986747
2024-07-02,388.6526794433594,2.0,1,0.7060571
2024-07-03,388.1980590820313,2.0,0,0.5612509
2024-07-05,389.057861328125,2.0,0,0.92195654
2024-07-08,388.8207092285156,2.0,0,1.0
2024-07-09,388.3068542480469,2.0,0,1.0
2024-07-10,392.5758666992188,2.0,0,0.9962966
2024-07-11,392.9415588378906,2.0,0,0.9999999
2024-07-12,395.5998229980469,2.0,0,1.0
2024-07-15,397.6157836914063,2.0,0,0.9999974
2024-07-16,404.8296508789063,0.0,0,0.9999999
2024-07-17,407.0728759765625,0.0,0,0.99999976
2024-07-18,401.9242858886719,0.0,0,0.9999776
2024-07-19,398.3888244628906,0.0,0,0.9986051
2024-07-22,399.57525634765625,0.0,0,0.99981385
2024-07-23,398.9226989746094,0.0,0,0.99991786
2024-07-24,394.1572570800781,2.0,0,0.9976514
2024-07-25,394.9679870605469,2.0,0,0.99999726
2024-07-26,401.3746337890625,0.0,0,0.9971384
2024-07-29,400.9198303222656,0.0,0,0.99944156
2024-07-30,402.79833984375,0.0,0,0.99358326
2024-07-31,403.8660888671875,0.0,2,0.88990676
2024-08-01,398.6656494140625,0.0,0,0.99959224
2024-08-02,392.63470458984375,0.0,0,0.9999981
2024-08-05,382.4314880371094,2.0,0,0.9864753
2024-08-06,385.5458068847656,2.0,0,0.998706
2024-08-07,383.3806457519531,2.0,0,0.99648213
2024-08-08,390.0542297363281,2.0,0,0.99874073
2024-08-09,390.6770935058594,2.0,0,0.9996793
2024-08-12,389.3127136230469,2.0,0,0.99979526
2024-08-13,393.2872619628906,2.0,0,0.99933004
2024-08-14,395.5611877441406,2.0,0,0.9671263
2024-08-15,401.28564453125,1.0,0,0.99996424
2024-08-16,402.4601440429688,1.0,0,0.9999943
2024-08-19,404.8052062988281,1.0,0,0.9972007
2024-08-20,404.2610168457031,1.0,0,0.9896338
2024-08-21,404.68646240234375,1.0,2,0.97195923
2024-08-22,403.1924133300781,1.0,2,0.99957067
2024-08-23,407.49658203125,0.0,2,0.9995577
2024-08-26,408.3772277832031,0.0,2,0.9998622
2024-08-27,408.5454711914063,0.0,2,0.99939847
2024-08-28,407.0117492675781,0.0,2,0.99999905
2024-08-29,409.5547180175781,0.0,2,0.9999962
2024-08-30,411.8305358886719,0.0,2,0.9543091
2024-09-03,405.9332580566406,2.0,2,0.9999994
2024-09-04,406.10150146484375,2.0,2,0.999974
2024-09-05,404.1620788574219,2.0,2,0.9994918
2024-09-06,400.2140502929688,2.0,2,0.99998224
2024-09-09,404.745849609375,2.0,1,0.9081305
2024-09-10,403.9641723632813,2.0,1,0.81692934
2024-09-11,404.9635314941406,2.0,1,0.94275534
2024-09-12,407.6351013183594,2.0,2,0.99757665
2024-09-13,410.5738525390625,1.0,2,0.9993025
2024-09-16,412.98822021484375,1.0,0,0.56030506
2024-09-17,412.8694763183594,1.0,0,0.94687414
2024-09-18,411.8107604980469,2.0,0,0.96822226
2024-09-19,416.9757385253906,1.0,0,0.97481334
2024-09-20,417.3807373046875,1.0,0,0.9302694
2024-09-23,417.9166259765625,2.0,1,0.59560156
2024-09-24,418.9289245605469,1.0,1,0.9734123
2024-09-25,415.9417114257813,2.0,2,0.99977547
2024-09-26,418.4227600097656,2.0,1,0.97878027
2024-09-27,419.74267578125,2.0,0,0.9826434
2024-09-30,419.9113464355469,2.0,0,0.99806136
