Date,Close,Label,Prediction,Prediction_Prob,High,Low,Open,Volume,SMA_50,SMA_200,EMA_12,EMA_26,EMA_50,RSI_14,BBL_5_2.0,BBM_5_2.0,BBU_5_2.0,BBB_5_2.0,BBP_5_2.0,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9
2019-01-02,206.84619140625,2.0,1,0.87582415,207.41347558479328,203.10565670471962,203.22089074141678,5319500,217.53256072998047,219.42925491333008,206.44187302431376,211.0242096739435,215.70619591826528,43.84400304597522,202.0213844457785,205.11065979003905,208.1999351342996,3.012301113382293,0.7808962333893813,-4.582336649629724,0.0894319410329425,-4.6717685906626665
2019-01-03,200.96060180664065,2.0,1,0.96099454,205.12664275445923,200.64154933231532,204.97595934789945,7350200,217.0660842895508,219.3614501953125,205.59860757180516,210.27876063017047,215.1279391208042,37.70103889286111,200.483682326578,204.7578918457031,209.03210136482824,4.174891117111116,0.05579572717430217,-4.680153058365306,-0.0067075741621120955,-4.673445484203194
2019-01-04,207.6616668701172,2.0,0,0.99187297,208.45935966508443,203.62857937173925,203.86790635318718,7343700,216.75620452880858,219.32195960998536,205.915994267489,210.08489844228745,214.8351423354295,46.83446926279394,200.4120087410707,205.29325256347656,210.1744963858824,4.755386513150569,0.7425988760694738,-4.168904174798456,0.40363304752379037,-4.5725372223222465
2019-01-07,208.6190185546875,2.0,0,0.9995401,209.96627788163917,206.48278784002397,208.15805011992546,5101600,216.48963592529296,219.2893495941162,206.3318371153092,209.97631135606767,214.59137098024877,48.00724305565164,200.78421114585385,206.15836181640626,211.53251248695867,5.21361406173604,0.7289302173268926,-3.6444742407584556,0.7424503852510327,-4.386924626009488
2019-01-08,210.8881225585937,2.0,0,0.9999968,211.5440810894563,209.00015375187556,210.90588451575405,4845800,216.3748065185547,219.29975204467775,207.03280880159576,210.0438551871865,214.44614674871633,50.77876781087928,200.38156351866309,206.9951171875,213.60867085633691,6.3900576580714565,0.7943225445508874,-3.0110463855907312,1.100702592335006,-4.111748977925737
2019-01-09,211.77444458007807,2.0,0,0.9999739,212.62542344754735,210.76401491864317,211.78334931177667,4872000,216.2048602294922,219.3330369567871,207.7622982715726,210.17205038490937,214.34137590980376,51.858242714685915,200.3578395880836,207.98077697753905,215.6037143669945,7.330424955839727,0.7488354019642073,-2.409752113336765,1.3615974916711782,-3.771349605007943
2019-01-10,212.73179626464844,2.0,0,0.9856548,212.87359017026418,210.1080680184697,210.63990284288593,3052200,216.11120513916015,219.34192779541016,208.52683172934147,210.36165893025463,214.27825394263775,53.055714698209044,206.51774494060837,210.33500061035156,214.15225628009475,3.629691357754298,0.8139382509424632,-1.8348272009131676,1.5492179232758203,-3.384045124188988
2019-01-11,212.6254425048828,2.0,2,0.948664,212.6785927666717,210.923559421951,211.73015711755374,2047200,216.0517578125,219.36568374633788,209.15738253825887,210.52934434188796,214.21343661105607,52.898285365739426,208.30974841278643,211.3277587890625,214.34576916533857,2.8562365811000756,0.7149848801784715,-1.371961803629091,1.6096666564479176,-2.9816284600770087
2019-01-14,211.79229736328125,2.0,2,0.9979031,212.42154502377977,210.6399211994294,210.8969661543876,2330700,215.90103759765626,219.38531745910643,209.5627423122707,210.62289076614337,214.118486981969,51.60637262291859,210.62083149348177,211.96240844726563,213.3039854010495,1.2658630967741902,0.4365718912173888,-1.0601484538726709,1.5371840049634704,-2.5973324588361413
2019-01-15,213.299057006836,2.0,2,1.0,213.64474559666408,211.7478878300211,211.79220965438304,3940300,215.73653533935547,219.39887672424317,210.13755995758842,210.82112530249097,214.08635247314027,53.803748967490066,211.2715933696191,212.44458923339843,213.61758509717777,1.1042840563857748,0.8642245466597184,-0.6835653449025472,1.5310136911468755,-2.2145790360494226
